epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,train_acc,val_acc,train_sensitivity,val_sensitivity,train_specificity,val_specificity
1,1.9271495397359086,0.5186083453893662,0.784742071856254,0.8224195504953379,0.6625114265742688,0.7159742025795335,0.9160649829067443,0.910199584956308,0.7875000394210769,0.7853414137558571,0.9602993575953348,0.9705306663356609
2,1.4247549632664638,0.5777861469984055,0.8270235326139096,0.8028787332252348,0.7181178142035617,0.7000169967460457,0.9304155879666394,0.9074363199823634,0.8236665997631163,0.7270679215653947,0.9656479400663165,0.988119848312846
3,1.2130441375432655,0.40735055565834044,0.8412569222559836,0.8474041125596474,0.7395909740658405,0.7477417389229225,0.9372369093178604,0.9212475585890643,0.8370032491479232,0.8326623769874962,0.9689047394146956,0.9659651404194777
4,1.1130066347324241,0.3751200830936432,0.8471079921694964,0.8516735239173578,0.747336989344134,0.7540420947011122,0.9391767347980573,0.9241310628208204,0.8440794277944682,0.8419122560674848,0.9695745733078865,0.9660911221623514
5,1.029311261990772,0.3441218519210815,0.8549698001112231,0.8669346891503207,0.7588002367888748,0.7738589083698391,0.9422351462889765,0.929196573888503,0.852691030170391,0.8914023817246955,0.970041402870885,0.9528347594263974
6,0.9856654225586008,0.3958001661300659,0.8600268100187068,0.8536489167636532,0.7665102620747888,0.7556345486393922,0.9444970051032074,0.9221130371046848,0.8584657059160539,0.8743587717320714,0.9716231853351393,0.9525597733439676
7,0.923650367257224,0.36965041399002074,0.8690796820698251,0.8571078525893376,0.7786950888915262,0.7561461221730688,0.9474122331959912,0.9246602376255052,0.8636051378845011,0.9115584448873324,0.9731829594147267,0.9393692339518906
8,0.8868398409227745,0.29820017993450165,0.8741770877523167,0.8834869476672202,0.7859998626620666,0.7994168681923915,0.9494374357938268,0.9397145589144913,0.8674842774762492,0.8785356739355931,0.9736866160436409,0.9682271486261879
9,0.8788451584535314,0.32551945239305496,0.8736716273497575,0.8767259835892725,0.7856445383958545,0.7920120765828693,0.949349942665377,0.9357706705681571,0.8697447769939718,0.8596461495398325,0.9732291837964218,0.9768090121201187
10,0.8595331491233755,0.33646285653114316,0.8763236818756984,0.8665300045967697,0.7903015661282711,0.7703014734401961,0.950338832887609,0.9288614908806919,0.8747200381356797,0.8974439833504707,0.9738342270112613,0.9481347759129659
11,0.8413740856621776,0.3149358034133911,0.8767961772503942,0.8741718098355892,0.7911296369678915,0.7829561752794142,0.9513485775719337,0.934413248693164,0.8752581825835274,0.9157542488055261,0.9745408553272176,0.9474811039899649
12,0.816535560164503,0.33613153636455534,0.8825181966913894,0.8688217682634553,0.7982109177176087,0.7784650366248843,0.9525083317485262,0.9299527994744367,0.8771677182804039,0.8748168341149212,0.9749764821459302,0.9623809464586599
13,0.8003067636434764,0.3283524626493454,0.8860589786903511,0.8720462877221614,0.8034004417536432,0.781006721877918,0.9537490037459032,0.933072916661921,0.8792082724298123,0.8966560981009597,0.9759012111520544,0.9571991958529522
14,0.8144565203983354,0.3251272141933441,0.8833220755757177,0.873796282972042,0.8007963825174788,0.7894831199834291,0.9534205518457473,0.9337107340447297,0.8790386261732156,0.8520996998320226,0.9750122101264093,0.9785316922386407
15,0.7435730717077461,0.29718168497085573,0.8946729297537035,0.8872932345231996,0.8161922556124149,0.8056651730597885,0.9578353889624232,0.9402602132113632,0.8875570122113189,0.8868153952438085,0.9776946705558343,0.9695378995832615
16,0.7261182280323355,0.32723739981651306,0.897002624058138,0.868115464549433,0.8201865101904826,0.7726484870403105,0.9585301301708474,0.9291198730421493,0.8904958678178704,0.9215066721897306,0.9776037279753609,0.9391790633191093
17,0.7185608039513942,0.31470544517040255,0.8996218257370779,0.8832269362052364,0.8234587027895408,0.8010472063238825,0.959916415060254,0.9380501302035623,0.894194121168625,0.8774092753418836,0.9780202055094073,0.9723636764859914
18,0.7208984076793095,0.3076974093914032,0.8988027158585205,0.8809443297596442,0.8230243979458916,0.7920120549165601,0.9588662467323835,0.9369148762973178,0.894292126075984,0.9154727654839447,0.9776585933337146,0.9503985571391423
19,0.7119263145378081,0.3536687499284744,0.9007776069773229,0.8583340306330534,0.8258928773171419,0.7569642310771934,0.9603990065922954,0.924345703120299,0.8982267829889953,0.9106956865292709,0.9782548109809053,0.9371767746500798
20,0.7079005582352816,0.3073940694332123,0.900640565460208,0.8806348893095681,0.8254913067342695,0.7922913294926406,0.960693163443179,0.9367325846306522,0.8942118973565721,0.9004014089395611,0.9782348502635008,0.958005223180975
21,0.70299477911969,0.32696016907691955,0.9011579252244165,0.871698341141183,0.8267957491960252,0.7789465394137203,0.9603703699126693,0.9323478190056745,0.8985647313406269,0.9381346265808762,0.9781620266631631,0.9333842149496325
22,0.6718044747556854,0.3268106323480606,0.9071513587801944,0.8707741130641571,0.8355603080796187,0.7789729699283753,0.9629537056284595,0.9293536376905857,0.9024507850961412,0.9464891009821161,0.9791174463200996,0.9244550012647621
23,0.6598162600779203,0.28200835913419725,0.9090872402895541,0.8932073711585202,0.8382379199810676,0.8126960486941078,0.9633196422682616,0.9440956624300941,0.9062221693449426,0.910780809411662,0.9789225043010237,0.9627611861552541
24,0.6659481853522211,0.29614549279212954,0.9073235460660123,0.8853912798303931,0.8358223627330311,0.8020437878649486,0.9634622849080787,0.9400518798780311,0.9033707234102454,0.9192070669121732,0.9782744043760567,0.9566901820835432
25,0.6551457584730833,0.2918980485200882,0.9105576387508896,0.8877811344818284,0.8404869277505246,0.8027988786580599,0.9637020289328402,0.9404777018181331,0.9064073221517246,0.9185070032894345,0.9790229502973049,0.9554415454793055
26,0.6628086958855437,0.30654467940330504,0.908128237821668,0.8801235749147128,0.8374046138387691,0.7915001623889072,0.9632618046394585,0.9363694254509666,0.903733589820602,0.9291902168005113,0.9785026554854115,0.9456336737889263
27,0.6506262477860428,0.30445726692676545,0.9122033562055921,0.8854198344577171,0.8427239619108904,0.8045400460222123,0.9645301101705963,0.9386250813754343,0.9079531379902361,0.9058181311266105,0.97923567954677,0.9600311989631172
28,0.6564866325061751,0.2797404262423515,0.9096764706197501,0.8931154352351046,0.8397541522107779,0.8145910069547776,0.9636489248985884,0.9440873209587396,0.9053984797312835,0.91071239005693,0.9786374498043385,0.9633364521767249
29,0.6373242865587787,0.29623726576566695,0.9129258960367639,0.8809353256134783,0.8444474750810972,0.7965037686307077,0.9649819411751256,0.9363468424431539,0.9081845103051704,0.908323477605508,0.9795463728036772,0.9554530789346845
30,0.6468361442555631,0.30762249648571016,0.9102071345780485,0.8813650574703971,0.8404073472588416,0.7937790095478049,0.9650671223658382,0.9365995279900278,0.9052182704250448,0.9165624252519595,0.9801516980721283,0.9523436589919466
31,0.6403026623746096,0.2920588493347168,0.9133056806957967,0.8842325475988236,0.8447162874419901,0.8010994743648814,0.9650391283265333,0.9372827148389827,0.9096182875837194,0.9217554194499493,0.9800756342005464,0.9493061095321987
32,0.6317210095735103,0.3181797808408737,0.9139671047179627,0.8769521230163575,0.8453858543446349,0.7881386843315726,0.9655577625760345,0.9339455159457706,0.9101844817581538,0.9233600943379149,0.9794103658488624,0.9459122417570334
33,0.6313984492802289,0.3398718911409378,0.9147450418429904,0.8678733742096317,0.8468311935481305,0.7748434760948215,0.9659257368558732,0.9282828775994452,0.9089855161112915,0.9155581721975012,0.9802596174488329,0.941765573065712
34,0.6386315623536499,0.3111678010225296,0.9130841734484808,0.8849275570989295,0.8443923812251857,0.7984132389813134,0.9656633123300635,0.9393164062452223,0.9079122676907442,0.9286735865486796,0.980401105745976,0.9497074353782934
35,0.6118558767626209,0.3075799670815468,0.9179474838896757,0.8772634462299671,0.851970671391761,0.7894760096057121,0.9667071091142735,0.9339428710889996,0.9140815891411348,0.9119942825057821,0.98001152449337,0.9510924093663157
36,0.6115175202511859,0.323674173951149,0.9171025256672936,0.8755098626322776,0.8508311274488879,0.7863781618899708,0.9669436007520489,0.9324444580030697,0.9139857067013863,0.9273792304766119,0.9805094994041159,0.9415557105619703
37,0.6090231693029771,0.33130796045064925,0.9188086295288161,0.8713632935658512,0.8532125179803016,0.7805906965736317,0.9678460793624659,0.9297871907504791,0.9143255310634364,0.9201319996150669,0.9806775410918099,0.9418225242492215
